(second, ((avg best buy, avg best ask), (#crossings best buy, #crossings best ask)))
(u'105256', ((272.75999999999999, 545.66999999999996), (1, 1)))
(u'105257', ((545.49333333333334, 545.77666666666676), (2, 2)))
(u'105258', ((524.38653846153841, 440.98576923076928), (2, 8)))
(u'105259', ((545.38700000000006, 327.57100000000003), (5, 6)))
(u'105300', ((545.20857142857142, 468.13857142857142), (3, 1)))
(u'105301', ((545.33499999999992, 491.49200000000002), (6, 4)))
(u'105302', ((545.34000000000003, 363.93000000000001), (2, 1)))
(u'105303', ((545.20000000000005, 409.4325), (1, 2)))
(u'105304', ((545.67333333333329, 454.93833333333333), (3, 1)))
(u'105306', ((545.51750000000004, 477.70000000000005), (2, 2)))
(u'105307', ((545.32142857142856, 390.10857142857139), (4, 4)))
(u'105308', ((545.28625000000011, 477.86375000000004), (4, 2)))
(u'105309', ((545.31499999999994, 327.57099999999997), (5, 6)))
(u'105310', ((545.11750000000006, 545.98500000000001), (1, 2)))
(u'105311', ((545.35000000000002, 477.69374999999997), (3, 1)))
(u'105313', ((545.29200000000014, 436.85880000000003), (10, 8)))
(u'105314', ((545.52999999999997, 545.87), (0, 0)))
(u'105315', ((525.93428571428581, 448.54928571428582), (2, 8)))
(u'105316', ((545.17599999999993, 328.15599999999995), (1, 3)))
(u'105318', ((516.54315789473696, 431.11473684210517), (2, 8)))
(u'105319', ((495.78727272727281, 496.49272727272722), (3, 4)))
(u'105320', ((545.51999999999998, 545.88), (2, 2)))
(u'105321', ((545.60000000000002, 548.17999999999995), (0, 0)))
(u'105322', ((545.60000000000002, 545.86000000000001), (0, 0)))
(u'105323', ((545.505, 545.88), (1, 1)))
(u'105324', ((545.56500000000005, 545.86625000000004), (3, 2)))
(u'105325', ((545.60500000000002, 545.87749999999994), (2, 2)))
(u'105326', ((545.29499999999996, 546.81499999999994), (4, 1)))
(u'105328', ((389.72142857142859, 468.44428571428574), (3, 2)))
(u'105329', ((545.5825000000001, 546.6674999999999), (1, 2)))
(u'105330', ((545.51583333333326, 227.6283333333333), (4, 6)))
(u'105331', ((467.54142857142858, 390.28571428571428), (2, 4)))
(u'105332', ((545.42100000000005, 491.55000000000001), (2, 2)))
(u'105333', ((545.66666666666663, 181.95666666666668), (2, 4)))
(u'105334', ((545.69500000000005, 272.94), (1, 1)))
(u'105335', ((545.16499999999996, 455.35666666666663), (4, 2)))
(u'105336', ((545.68000000000006, 181.95666666666668), (2, 1)))
(u'105337', ((545.60000000000002, 455.00499999999994), (3, 2)))
(u'105338', ((545.32999999999993, 0.0), (1, 0)))
(u'105339', ((544.95666666666659, 545.87666666666667), (1, 1)))
(u'105341', ((545.79999999999995, 545.87), (0, 0)))
(u'105342', ((545.63199999999995, 436.77799999999996), (2, 1)))
(u'105344', ((484.89666666666682, 283.08222222222219), (4, 11)))
(u'105345', ((545.3257142857143, 234.0514285714286), (4, 6)))
(u'105346', ((545.34777777777776, 303.3388888888889), (4, 4)))
(u'105347', ((544.49749999999995, 546.22749999999996), (2, 1)))
(u'105348', ((545.23200000000008, 327.64500000000004), (4, 7)))
(u'105349', ((545.08000000000004, 364.08166666666671), (2, 1)))
(u'105350', ((545.53727272727269, 363.98030303030305), (10, 12)))
(u'105351', ((545.43333333333339, 363.93333333333334), (4, 4)))
(u'105352', ((545.20333333333338, 303.24888888888893), (11, 8)))
(u'105353', ((545.26222222222225, 303.22333333333336), (1, 7)))
(u'105354', ((545.20000000000005, 389.82142857142856), (3, 3)))
(u'105355', ((545.62, 0.0), (0, 0)))
(u'105356', ((545.42282051282041, 420.0828205128206), (16, 12)))
(u'105357', ((545.63999999999999, 485.30222222222216), (5, 2)))
(u'105358', ((545.572, 546.12599999999998), (2, 2)))
(u'105359', ((545.18499999999995, 546.31500000000005), (1, 1)))
(u'105400', ((545.64499999999998, 546.00999999999999), (1, 1)))
(u'105401', ((545.47000000000003, 546.56600000000003), (2, 2)))
(u'105402', ((545.63999999999999, 218.43000000000001), (1, 3)))
(u'105403', ((545.56562499999995, 443.64562499999994), (6, 4)))
(u'105404', ((545.50857142857137, 390.03142857142853), (2, 4)))
(u'105405', ((545.476, 546.29200000000003), (2, 1)))
(u'105407', ((545.43058823529395, 481.76882352941175), (4, 4)))
(u'105410', ((545.625, 545.875), (1, 1)))
(u'105411', ((545.49714285714276, 467.97428571428566), (3, 2)))
(u'105412', ((545.51692307692326, 335.99153846153848), (1, 5)))
(u'105413', ((545.22000000000003, 545.94000000000005), (0, 0)))
(u'105414', ((545.69333333333338, 0.0), (2, 0)))
(u'105415', ((545.62, 545.88), (0, 0)))
(u'105416', ((467.67142857142852, 233.99714285714285), (2, 4)))
(u'105417', ((545.73000000000002, 272.94), (0, 1)))
(u'105418', ((477.47749999999996, 68.256249999999994), (3, 3)))
(u'105419', ((545.72000000000003, 182.01333333333332), (1, 1)))
(u'105420', ((545.46500000000003, 272.97000000000003), (1, 1)))
(u'105421', ((545.57499999999993, 181.96166666666667), (1, 3)))
(u'105422', ((509.19466666666659, 254.88133333333332), (2, 9)))
(u'105423', ((545.71749999999997, 227.48166666666668), (5, 6)))
(u'105424', ((545.25909090909079, 397.2827272727273), (3, 6)))
(u'105426', ((363.09999999999997, 91.125), (1, 2)))
(u'105428', ((477.22250000000008, 204.8125), (2, 4)))
(u'105429', ((544.72399999999993, 436.87200000000001), (2, 1)))
(u'105430', ((544.83000000000004, 545.87), (0, 0)))
(u'105431', ((423.61888888888893, 181.95666666666668), (4, 2)))
(u'105432', ((471.67955555555557, 206.37955555555556), (10, 19)))
(u'105433', ((545.50846153846146, 377.99076923076922), (3, 5)))
(u'105434', ((527.44066666666663, 163.768), (2, 12)))
(u'105435', ((545.43384615384616, 378.14230769230772), (7, 3)))
(u'105436', ((545.30090909090904, 446.99909090909091), (6, 4)))
(u'105437', ((545.65999999999997, 546.00999999999999), (0, 0)))
(u'105439', ((545.67333333333329, 545.87), (1, 0)))
(u'105440', ((545.13199999999983, 327.77799999999996), (1, 3)))
(u'105441', ((409.03500000000003, 341.17750000000001), (2, 6)))
(u'105442', ((545.71666666666658, 181.95666666666668), (1, 1)))
(u'105443', ((545.29750000000001, 409.42785714285725), (10, 12)))
(u'105444', ((544.10500000000002, 273.375), (1, 1)))
(u'105445', ((545.59199999999987, 163.74899999999997), (3, 6)))
(u'105446', ((545.32000000000005, 546.17999999999995), (0, 0)))
(u'105448', ((545.55222222222221, 181.94777777777779), (4, 5)))
(u'105450', ((545.64999999999998, 0.0), (0, 0)))
(u'105451', ((545.12777777777774, 181.98888888888891), (5, 5)))
(u'105452', ((545.64750000000004, 272.90250000000003), (1, 2)))
(u'105453', ((545.25571428571413, 428.97285714285715), (4, 6)))
(u'105454', ((545.43599999999992, 327.56400000000002), (4, 3)))
(u'105455', ((545.24333333333334, 363.90333333333336), (1, 1)))
(u'105456', ((545.65333333333331, 0.0), (1, 0)))
(u'105457', ((545.42937499999994, 307.09843750000005), (17, 17)))
(u'105458', ((545.22000000000003, 273.32499999999999), (1, 1)))
(u'105500', ((545.35666666666668, 545.87666666666667), (1, 1)))
(u'105501', ((545.38474999999994, 436.70774999999992), (20, 16)))
(u'105502', ((545.42848484848491, 545.7139393939392), (10, 9)))
(u'105503', ((545.54999999999995, 545.76160000000004), (2, 7)))
(u'105504', ((545.36799999999994, 491.20500000000004), (2, 1)))
(u'105505', ((545.59571428571428, 545.64999999999998), (2, 3)))
(u'105506', ((545.5866666666667, 545.72333333333336), (2, 1)))
(u'105507', ((545.37571428571425, 233.97142857142856), (4, 2)))
(u'105509', ((545.1825, 478.00999999999999), (2, 2)))
(u'105510', ((545.18999999999994, 455.00833333333321), (2, 2)))
(u'105512', ((544.5, 546.63), (1, 0)))
(u'105513', ((545.37200000000007, 109.21600000000001), (2, 2)))
(u'105514', ((544.86666666666667, 364.42000000000002), (2, 1)))
(u'105515', ((545.38000000000011, 272.875), (1, 1)))
(u'105516', ((545.32666666666671, 363.81999999999999), (1, 1)))
(u'105517', ((545.59000000000003, 0.0), (0, 0)))
(u'105518', ((545.58500000000004, 272.85500000000002), (1, 1)))
(u'105519', ((545.58000000000004, 545.77999999999997), (0, 0)))
(u'105520', ((545.49411764705894, 321.13470588235299), (6, 11)))
(u'105521', ((545.59857142857152, 272.93857142857144), (2, 4)))
(u'105522', ((545.56499999999994, 273.09000000000003), (1, 2)))
(u'105523', ((545.60666666666668, 0.0), (1, 0)))
(u'105524', ((545.62, 0.0), (0, 0)))
(u'105525', ((545.62352941176471, 449.68352941176471), (8, 4)))
(u'105526', ((545.62333333333333, 546.07333333333327), (1, 1)))
(u'105527', ((545.60000000000002, 545.77999999999997), (0, 0)))
(u'105528', ((545.64833333333331, 546.77666666666653), (3, 4)))
(u'105529', ((545.65150000000017, 518.93450000000007), (5, 2)))
(u'105530', ((545.6825, 546.33937500000002), (7, 5)))
(u'105531', ((545.63, 546.2184615384615), (6, 2)))
(u'105532', ((545.63333333333333, 546.77333333333331), (4, 2)))
(u'105533', ((545.61599999999999, 546.20399999999995), (1, 2)))
(u'105534', ((545.62357142857149, 545.91999999999996), (7, 4)))
(u'105535', ((545.57500000000005, 545.94333333333316), (4, 4)))
(u'105536', ((545.625, 545.75), (2, 0)))
(u'105537', ((545.67166666666662, 545.87666666666667), (5, 1)))
(u'105538', ((545.62937499999998, 546.00499999999988), (5, 8)))
(u'105539', ((545.58166666666659, 546.11833333333334), (2, 3)))
(u'105540', ((545.57818181818186, 546.10272727272741), (3, 2)))
(u'105541', ((545.68090909090904, 521.24545454545444), (4, 2)))
(u'105542', ((545.71631578947358, 302.03157894736842), (16, 24)))
(u'105543', ((545.62812500000007, 512.06937500000004), (4, 2)))
(u'105544', ((545.79666666666662, 546.57000000000005), (2, 1)))
(u'105545', ((545.76999999999998, 546.10749999999996), (2, 3)))
(u'105546', ((545.79599999999994, 437.45600000000002), (1, 2)))
(u'105547', ((545.69000000000005, 0.0), (0, 0)))
(u'105548', ((545.73555555555549, 364.4544444444445), (2, 4)))
(u'105549', ((545.66499999999985, 474.63184210526333), (15, 8)))
(u'105550', ((545.75199999999995, 436.99533333333335), (3, 3)))
(u'105551', ((532.4786585365855, 419.69329268292688), (4, 34)))
(u'105552', ((545.75999999999988, 364.30444444444447), (6, 4)))
(u'105553', ((545.83333333333337, 364.34666666666664), (2, 1)))
(u'105554', ((545.87933333333342, 509.75933333333336), (6, 2)))
(u'105555', ((545.94000000000005, 546.96000000000004), (0, 0)))
(u'105556', ((544.96375, 478.25999999999999), (3, 2)))
(u'105557', ((545.90916666666669, 319.04583333333329), (2, 3)))
(u'105558', ((545.75, 485.48148148148135), (12, 6)))
(u'105559', ((545.67466666666655, 400.63266666666669), (4, 4)))
(u'105600', ((545.78000000000009, 364.07333333333332), (1, 2)))
(u'105601', ((545.71285714285716, 546.27571428571423), (4, 4)))
(u'105602', ((545.72750000000008, 409.60250000000002), (1, 2)))
(u'105603', ((532.47880952380956, 442.0907142857144), (2, 13)))
(u'105604', ((545.755, 545.96000000000004), (1, 0)))
(u'105605', ((545.35304347826093, 451.15913043478258), (10, 8)))
(u'105606', ((545.46727272727276, 546.14727272727271), (4, 4)))
(u'105607', ((545.60500000000002, 546.37), (3, 3)))
(u'105608', ((545.7600000000001, 546.63333333333333), (0, 2)))
(u'105609', ((545.17800000000011, 546.40700000000004), (5, 3)))
(u'105610', ((545.50111111111119, 545.93388888888899), (7, 6)))
(u'105612', ((545.20999999999992, 546.00999999999988), (1, 2)))
(u'105613', ((545.57066666666674, 546.18799999999999), (5, 8)))
(u'105614', ((545.58157894736848, 402.52578947368426), (11, 9)))
(u'105615', ((545.59249999999997, 546.63), (2, 1)))
(u'105616', ((545.75999999999999, 546.69999999999993), (0, 2)))
(u'105617', ((545.7071428571428, 546.95571428571418), (3, 4)))
(u'105618', ((545.77999999999997, 545.96000000000004), (1, 0)))
(u'105619', ((545.78250000000003, 409.68250000000006), (2, 1)))
(u'105620', ((545.15199999999993, 546.37799999999993), (2, 1)))
(u'105621', ((545.67250000000001, 546.18375000000003), (3, 5)))
(u'105623', ((545.38999999999999, 545.96000000000004), (0, 0)))
(u'105624', ((545.59142857142854, 546.13999999999999), (3, 2)))
(u'105625', ((545.70000000000005, 545.95000000000005), (0, 0)))
(u'105626', ((545.77692307692314, 462.25230769230762), (6, 2)))
(u'105627', ((545.79999999999995, 545.92999999999995), (0, 0)))
(u'105628', ((545.79999999999995, 547.05499999999995), (0, 1)))
(u'105629', ((545.6825, 477.75874999999991), (3, 2)))
(u'105630', ((527.84096774193563, 457.92516129032254), (2, 9)))
(u'105631', ((545.64666666666676, 364.04749999999996), (4, 6)))
(u'105632', ((545.625, 546.06499999999994), (3, 3)))
(u'105633', ((545.62666666666667, 545.96333333333325), (1, 2)))
(u'105635', ((545.62777777777785, 485.38777777777773), (6, 2)))
(u'105636', ((545.66250000000002, 545.93000000000006), (1, 1)))
(u'105637', ((545.68269230769215, 503.93884615384621), (8, 4)))
(u'105638', ((525.19296296296295, 525.72185185185185), (2, 2)))
(u'105639', ((511.44843750000001, 426.47000000000003), (4, 14)))
(u'105640', ((485.00111111111113, 424.86000000000001), (1, 3)))
(u'105641', ((475.27935483870982, 440.41032258064519), (8, 10)))
(u'105642', ((545.47000000000003, 545.91999999999996), (1, 0)))
(u'105643', ((545.72333333333336, 545.92500000000007), (3, 1)))
(u'105644', ((272.49249999999995, 341.81624999999997), (2, 4)))
(u'105645', ((545.73000000000002, 545.91999999999996), (0, 0)))
(u'105646', ((545.73000000000002, 546.3599999999999), (0, 1)))
(u'105647', ((545.75, 0.0), (0, 0)))
(u'105648', ((363.83666666666664, 181.97333333333333), (2, 1)))
(u'105649', ((454.55666666666667, 455.23166666666663), (2, 1)))
(u'105650', ((409.3125, 409.43999999999994), (2, 2)))
(u'105651', ((515.38611111111129, 424.99777777777774), (2, 8)))
(u'105652', ((521.77869565217395, 474.84434782608679), (2, 6)))
(u'105653', ((545.69250000000022, 341.27249999999998), (10, 8)))
(u'105654', ((545.69166666666672, 90.970000000000013), (1, 2)))
(u'105655', ((545.69333333333338, 0.0), (1, 0)))
(u'105657', ((545.745, 272.91000000000003), (1, 1)))
(u'105658', ((545.70000000000005, 546.28999999999996), (0, 0)))
(u'105700', ((545.65000000000009, 545.82000000000005), (1, 0)))
(u'105701', ((545.70000000000005, 545.82000000000005), (0, 0)))
(u'105702', ((545.36800000000017, 414.96840000000003), (12, 10)))
(u'105703', ((545.495, 390.09142857142854), (5, 6)))
(u'105704', ((545.25, 545.95000000000005), (0, 0)))
(u'105705', ((545.59555555555551, 424.54555555555561), (3, 3)))
(u'105706', ((545.4559999999999, 437.98999999999995), (3, 2)))
(u'105707', ((545.48571428571427, 391.12), (2, 3)))
(u'105708', ((545.69000000000005, 181.94000000000003), (0, 2)))
(u'105710', ((545.67733333333342, 218.31933333333333), (2, 5)))
(u'105711', ((545.60071428571439, 312.98928571428576), (4, 6)))
(u'105712', ((545.69749999999999, 409.51499999999999), (1, 2)))
(u'105714', ((545.72933333333344, 345.89666666666665), (13, 16)))
(u'105715', ((545.73857142857139, 546.11714285714277), (2, 2)))
(u'105716', ((545.63478260869579, 379.91130434782605), (2, 11)))
(u'105717', ((543.43299999999999, 327.71300000000002), (2, 5)))
(u'105718', ((545.505, 409.94375000000002), (2, 4)))
(u'105719', ((545.70333333333326, 364.04166666666669), (2, 3)))
(u'105720', ((545.83600000000001, 436.75600000000003), (4, 1)))
(u'105721', ((545.53666666666663, 546.31666666666661), (3, 2)))
(u'105722', ((545.83000000000004, 272.97500000000002), (0, 3)))
(u'105723', ((545.5090909090909, 422.10909090909098), (4, 6)))
(u'105724', ((545.81500000000005, 409.54499999999996), (2, 2)))
(u'105725', ((545.67285714285708, 312.02142857142854), (2, 2)))
(u'105726', ((545.6776470588236, 385.39411764705886), (7, 7)))
(u'105727', ((545.73416666666674, 409.73166666666674), (7, 6)))
(u'105728', ((545.48555555555561, 546.50611111111118), (2, 8)))
(u'105729', ((545.62666666666667, 546.04333333333329), (1, 1)))
(u'105730', ((545.726, 546.18600000000004), (1, 1)))
(u'105731', ((545.8950000000001, 546.30550000000005), (9, 12)))
(u'105732', ((545.73625000000004, 546.76499999999999), (4, 3)))
(u'105733', ((545.88357142857137, 546.25357142857149), (6, 6)))
(u'105734', ((545.91428571428571, 468.23999999999995), (2, 2)))
(u'105735', ((545.94600000000003, 546.21399999999994), (3, 2)))
(u'105736', ((545.87428571428575, 546.20428571428567), (4, 1)))
(u'105737', ((545.74538461538475, 420.14615384615388), (2, 5)))
(u'105738', ((531.93425000000002, 491.47850000000005), (2, 7)))
(u'105739', ((525.16814814814813, 445.04925925925932), (2, 8)))
(u'105740', ((545.67124999999999, 545.96624999999995), (1, 2)))
(u'105741', ((545.78000000000009, 546.00999999999999), (2, 0)))
(u'105742', ((545.80999999999995, 546.09000000000003), (0, 0)))
(u'105743', ((545.6875, 455.07333333333344), (6, 2)))
(u'105744', ((545.72142857142853, 468.10642857142869), (3, 3)))
(u'105745', ((545.7166666666667, 455.13500000000005), (5, 4)))
(u'105747', ((545.68538461538458, 336.31384615384616), (6, 5)))
(u'105748', ((545.702, 546.54399999999998), (2, 3)))
(u'105749', ((545.79999999999995, 545.94000000000005), (0, 0)))
(u'105750', ((545.77999999999997, 545.92999999999995), (0, 0)))
(u'105751', ((545.77999999999997, 546.14750000000004), (0, 1)))
(u'105754', ((545.78624999999988, 477.92374999999993), (5, 1)))
(u'105755', ((545.78499999999997, 546.33999999999992), (1, 1)))
(u'105756', ((545.78099999999995, 491.60500000000002), (6, 2)))
(u'105757', ((545.78999999999996, 545.87), (1, 0)))
(u'105758', ((545.63333333333333, 546.03999999999996), (1, 1)))
(u'105759', ((545.74749999999995, 512.02125000000001), (6, 2)))
(u'105800', ((545.66750000000002, 273.13499999999999), (2, 2)))
(u'105801', ((545.78562499999998, 341.35812499999997), (7, 5)))
(u'105802', ((545.70625000000007, 409.87624999999997), (3, 4)))
(u'105803', ((545.75099999999998, 546.42899999999997), (3, 4)))
(u'105804', ((545.7835, 546.30700000000013), (12, 10)))
(u'105805', ((545.9375, 546.22749999999996), (2, 1)))
(u'105806', ((545.77624999999989, 546.32958333333329), (7, 12)))
(u'105807', ((545.90250000000003, 546.4375), (2, 2)))
(u'105808', ((545.75666666666666, 546.58666666666659), (1, 1)))
(u'105809', ((545.90999999999997, 546.32333333333327), (1, 2)))
(u'105810', ((545.66499999999996, 546.88999999999999), (1, 0)))
(u'105812', ((545.74874999999997, 546.67124999999999), (2, 3)))
(u'105813', ((545.67666666666662, 546.29000000000008), (1, 1)))
(u'105814', ((545.51454545454544, 546.12181818181818), (3, 3)))
(u'105815', ((545.73500000000001, 545.98500000000001), (3, 3)))
(u'105816', ((545.78363636363645, 546.54818181818189), (4, 3)))
(u'105820', ((545.7700000000001, 545.98000000000002), (2, 0)))
(u'105822', ((545.71000000000004, 545.98000000000002), (0, 0)))
(u'105823', ((545.71000000000004, 545.98000000000002), (0, 0)))
